time_1,time_2,gols_1,gols_2,data,ano,país_sede,comparecimento,resultado,rodada,gols_1_detalhes,gols_2_detalhes,gols_1_contra,gols_2_contra,gols_1_penalti,gols_2_penalti,cartao_vermelho_1,cartao_vermelho_2,cartao_amarelo_1,cartao_amarelo_2,copa
Brazil,Belgium,2,0,2002-06-17,2002,"Korea Republic, Japan",40440,2–0,Round of 16,Rivaldo · 67|Ronaldo · 87,,,,,,,,['28&rsquor;|0:0|Roberto Carlos'],['24&rsquor;|0:0|Yves Vanderhaeghe'],Masculina
Sweden,Senegal,1,2,2002-06-16,2002,"Korea Republic, Japan",39747,1–2,Round of 16,Henrik Larsson · 11,Henri Camara · 37|Henri Camara · 104,,,,,,,,"['73&rsquor;|1:1|Ferdinand Coly', '94&rsquor;|1:1|Pape Thiaw']",Masculina
Spain,Republic of Ireland,1,1,2002-06-16,2002,"Korea Republic, Japan",38926,(3) 1–1 (2),Round of 16,Fernando Morientes · 8,,,,,Robbie Keane (P) · 90,,,"['62&rsquor;|1:0|Juanfran', '87&rsquor;|1:0|Rubén Baraja', '89&rsquor;|1:0|Fernando Hierro']",,Masculina
Germany,Paraguay,1,0,2002-06-15,2002,"Korea Republic, Japan",25176,1–0,Round of 16,Oliver Neuville · 88,,,,,,,Roberto Acuña · 90+2,"['35&rsquor;|0:0|Bernd Schneider', '71&rsquor;|0:0|Frank Baumann', '90+2&rsquor;|1:0|Michael Ballack']","['26&rsquor;|0:0|Roberto Acuña', '50&rsquor;|0:0|José Cardozo']",Masculina
Denmark,England,0,3,2002-06-15,2002,"Korea Republic, Japan",40582,0–3,Round of 16,,Rio Ferdinand · 5|Michael Owen · 22|Emile Heskey · 44,,,,,,,['24&rsquor;|0:2|Stig Tøfting'],['50&rsquor;|0:3|Danny Mills'],Masculina
Tunisia,Japan,0,2,2002-06-14,2002,"Korea Republic, Japan",45213,0–2,Group stage,,Hiroaki Morishima · 48|Hidetoshi Nakata · 75,,,,,,,"['21&rsquor;|0:0|Riadh Bouazizi', '81&rsquor;|0:2|Khaled Badra']",,Masculina
Belgium,Russia,3,2,2002-06-14,2002,"Korea Republic, Japan",46640,3–2,Group stage,Johan Walem · 7|Wesley Sonck · 78|Marc Wilmots · 82,Vladimir Beschastnykh · 52|Dmitri Sychev · 88,,,,,,,['39&rsquor;|1:0|Yves Vanderhaeghe'],"['12&rsquor;|1:0|Andrei Solomatin', '14&rsquor;|1:0|Alexey Smertin', '64&rsquor;|1:1|Dmitri Alenichev', '84&rsquor;|3:1|Dmitri Sennikov']",Masculina
Portugal,Korea Republic,0,1,2002-06-14,2002,"Korea Republic, Japan",50239,0–1,Group stage,,Park Ji-sung · 70,,,,,João Pinto · 27,,"['22&rsquor;|0:0|Beto', '83&rsquor;|0:1|Jorge Costa']","['24&rsquor;|0:0|Lee Young-pyo', '57&rsquor;|0:0|Seol Ki-hyeon', '74&rsquor;|0:1|Kim Nam-il', '90+3&rsquor;|0:1|Ahn Jung-hwan']",Masculina
Poland,United States,3,1,2002-06-14,2002,"Korea Republic, Japan",26482,3–1,Group stage,Emmanuel Olisadebe · 3|Paweł Kryszałowicz · 5|Marcin Żewłakow · 66,Landon Donovan · 83,,,,,,,"['44&rsquor;|2:0|Radosław Majdan', '46&rsquor;|2:0|Marek Koźmiński', '63&rsquor;|2:0|Cezary Kucharski', '86&rsquor;|3:1|Emmanuel Olisadebe']",['72&rsquor;|3:0|Frankie Hejduk'],Masculina
Costa Rica,Brazil,2,5,2002-06-13,2002,"Korea Republic, Japan",38524,2–5,Group stage,Paulo Wanchope · 39|Rónald Gómez · 56,Ronaldo · 10|Ronaldo · 13|Edmílson · 38|Rivaldo · 62|Júnior · 64,,,,,,,,['90+3&rsquor;|2:5|Cafú'],Masculina
Türkiye,China PR,3,0,2002-06-13,2002,"Korea Republic, Japan",43605,3–0,Group stage,Hasan Şaş · 6|Bülent Korkmaz · 9|Ümit Davala · 85,,,,,,,Shao Jiayi · 58,"['19&rsquor;|2:0|Emre Aşık', '30&rsquor;|2:0|Emre Belözoğlu', '81&rsquor;|2:0|Hasan Şaş']","['45+1&rsquor;|2:0|Yang Pu', '62&rsquor;|2:0|Li Weifeng']",Masculina
Mexico,Italy,1,1,2002-06-13,2002,"Korea Republic, Japan",39291,1–1,Group stage,Jared Borgetti · 34,Alessandro Del Piero · 85,,,,,,,"['2&rsquor;|0:0|Jesús Arellano', '84&rsquor;|1:0|Óscar Pérez Rojas']","['5&rsquor;|0:0|Fabio Cannavaro', '10&rsquor;|0:0|Christian Panucci', '43&rsquor;|1:0|Francesco Totti', '55&rsquor;|1:0|Gianluca Zambrotta', '57&rsquor;|1:0|Vincenzo Montella']",Masculina
Ecuador,Croatia,1,0,2002-06-13,2002,"Korea Republic, Japan",65862,1–0,Group stage,Édison Méndez · 48,,,,,,,,['86&rsquor;|1:0|Cléber Chalá'],"['72&rsquor;|1:0|Stjepan Tomas', '90+2&rsquor;|1:0|Josip Šimunić']",Masculina
Sweden,Argentina,1,1,2002-06-12,2002,"Korea Republic, Japan",45777,1–1,Group stage,Anders Svensson · 59,Hernán Crespo · 88,,,,,,,"['65&rsquor;|1:0|Magnus Svensson', '78&rsquor;|1:0|Henrik Larsson']","['55&rsquor;|0:0|José Chamot', '58&rsquor;|0:0|Matías Almeyda', '75&rsquor;|1:0|Kily González']",Masculina
Nigeria,England,0,0,2002-06-12,2002,"Korea Republic, Japan",44864,0–0,Group stage,,,,,,,,,,,Masculina
South Africa,Spain,2,3,2002-06-12,2002,"Korea Republic, Japan",31024,2–3,Group stage,Benni McCarthy · 31|Lucas Radebe · 53,Raúl · 4|Gaizka Mendieta · 45+1|Raúl · 56,,,,,,,"['16&rsquor;|0:1|Cyril Nzama', '67&rsquor;|2:3|Bradley Carnell', '69&rsquor;|2:3|Siyabonga Nomvethe', '81&rsquor;|2:3|Aaron Mokoena']",,Masculina
Slovenia,Paraguay,1,3,2002-06-12,2002,"Korea Republic, Japan",30176,1–3,Group stage,Milenko Ačimovič · 45+1,Nelson Cuevas · 65|Jorge Luis Campos · 73|Nelson Cuevas · 84,,,,,Nastja Čeh · 81,,"['16&rsquor;|0:0|Miran Pavlin', '68&rsquor;|1:1|Amir Karić', '69&rsquor;|1:1|Mladen Rudonja', '79&rsquor;|1:2|Željko Milinovič']",['4&rsquor;|0:0|Carlos Paredes'],Masculina
Denmark,France,2,0,2002-06-11,2002,"Korea Republic, Japan",48100,2–0,Group stage,Dennis Rommedahl · 22|Jon Dahl Tomasson · 67,,,,,,,,"['27&rsquor;|1:0|Christian Poulsen', '71&rsquor;|2:0|Niclas Jensen']",['8&rsquor;|0:0|Christophe Dugarry'],Masculina
Senegal,Uruguay,3,3,2002-06-11,2002,"Korea Republic, Japan",33681,3–3,Group stage,Khalilou Fadiga · 20|Papa Bouba Diop · 26|Papa Bouba Diop · 38,Richard Morales · 46|Diego Forlán · 69,,,,Álvaro Recoba (P) · 88,,,"['2&rsquor;|0:0|Henri Camara', '4&rsquor;|0:0|Omar Daf', '39&rsquor;|3:0|Ferdinand Coly', '69&rsquor;|3:1|Papa Bouba Diop', '82&rsquor;|3:2|El Hadji Diouf', '87&rsquor;|3:2|Khalilou Fadiga', '87&rsquor;|3:2|Habib Beye']","['8&rsquor;|0:0|Marcelo Romero', '19&rsquor;|0:0|Fabián Carini', '35&rsquor;|2:0|Pablo García', '40&rsquor;|3:0|Darío Rodríguez', '82&rsquor;|3:2|Paolo Montero']",Masculina
Saudi Arabia,Republic of Ireland,0,3,2002-06-11,2002,"Korea Republic, Japan",65320,0–3,Group stage,,Robbie Keane · 7|Gary Breen · 61|Damien Duff · 87,,,,,,,['61&rsquor;|0:1|Nawaf Al-Temyat'],['70&rsquor;|0:2|Steve Staunton'],Masculina
Cameroon,Germany,0,2,2002-06-11,2002,"Korea Republic, Japan",47085,0–2,Group stage,,Marco Bode · 50|Miroslav Klose · 79,,,,,,,"['8&rsquor;|0:0|Marc-Vivien Foé', '42&rsquor;|0:0|Rigobert Song', '44&rsquor;|0:0|Bill Tchato', '56&rsquor;|0:1|Geremi', '58&rsquor;|0:1|Salomon Olembé', '60&rsquor;|0:1|Patrick Suffo', '81&rsquor;|0:2|Lauren']","['9&rsquor;|0:0|Carsten Jancker', '29&rsquor;|0:0|Dietmar Hamann', '31&rsquor;|0:0|Michael Ballack', '37&rsquor;|0:0|Carsten Ramelow', '42&rsquor;|0:0|Oliver Kahn', '72&rsquor;|0:1|Christian Ziege', '74&rsquor;|0:1|Torsten Frings']",Masculina
Korea Republic,United States,1,1,2002-06-10,2002,"Korea Republic, Japan",60778,1–1,Group stage,Ahn Jung-hwan · 78,Clint Mathis · 24,,,,,,,['80&rsquor;|1:1|Hong Myung-bo'],"['30&rsquor;|0:1|Frankie Hejduk', '39&rsquor;|0:1|Jeff Agoos']",Masculina
Tunisia,Belgium,1,1,2002-06-10,2002,"Korea Republic, Japan",39700,1–1,Group stage,Raouf Bouzaiene · 17,Marc Wilmots · 13,,,,,,,"['22&rsquor;|1:1|Hassen Gabsi', '43&rsquor;|1:1|Kaies Ghodhbane', '68&rsquor;|1:1|Hatem Trabelsi', '69&rsquor;|1:1|Mourad Melki']",['40&rsquor;|1:1|Daniel Van Buyten'],Masculina
Portugal,Poland,4,0,2002-06-10,2002,"Korea Republic, Japan",31000,4–0,Group stage,Pauleta · 14|Pauleta · 65|Pauleta · 77|Rui Costa · 88,,,,,,,,"['25&rsquor;|1:0|Nuno Frechaut', '27&rsquor;|1:0|Jorge Costa', '31&rsquor;|1:0|Rui Costa']","['21&rsquor;|1:0|Piotr Świerczewski', '39&rsquor;|1:0|Arkadiusz Bąk']",Masculina
Mexico,Ecuador,2,1,2002-06-09,2002,"Korea Republic, Japan",45610,2–1,Group stage,Jared Borgetti · 28|Gerardo Torrado · 57,Agustín Delgado · 5,,,,,,,['65&rsquor;|2:1|Gerardo Torrado'],"['15&rsquor;|0:1|Iván Kaviedes', '27&rsquor;|0:1|José Francisco Cevallos', '49&rsquor;|1:1|Raúl Guerrón', '61&rsquor;|2:1|Carlos Tenorio', '87&rsquor;|2:1|Agustín Delgado']",Masculina
Costa Rica,Türkiye,1,1,2002-06-09,2002,"Korea Republic, Japan",42299,1–1,Group stage,Winston Parks · 86,Emre Belözoğlu · 56,,,,,,,"['24&rsquor;|0:0|Gilberto Martínez', '43&rsquor;|0:0|Carlos Castro Mora']","['20&rsquor;|0:0|Emre Aşık', '45&rsquor;|0:0|Tugay Kerimoğlu', '89&rsquor;|1:1|Emre Belözoğlu']",Masculina
Japan,Russia,1,0,2002-06-09,2002,"Korea Republic, Japan",66108,1–0,Group stage,Junichi Inamoto · 51,,,,,,,,"['15&rsquor;|0:0|Tsuneyasu Miyamoto', '42&rsquor;|0:0|Kōji Nakata', '90+1&rsquor;|1:0|Masashi Nakayama']","['13&rsquor;|0:0|Ruslan Pimenov', '38&rsquor;|0:0|Andrei Solomatin', '60&rsquor;|1:0|Dmitri Khokhlov']",Masculina
South Africa,Slovenia,1,0,2002-06-08,2002,"Korea Republic, Japan",47226,1–0,Group stage,Siyabonga Nomvethe · 4,,,,,,,,"['12&rsquor;|1:0|Lucas Radebe', '59&rsquor;|1:0|Teboho Mokoena']","['35&rsquor;|1:0|Muamer Vugdalić', '52&rsquor;|1:0|Željko Milinovič', '62&rsquor;|1:0|Aleš Čeh', '75&rsquor;|1:0|Miran Pavlin']",Masculina
Italy,Croatia,1,2,2002-06-08,2002,"Korea Republic, Japan",36472,1–2,Group stage,Christian Vieri · 55,Ivica Olić · 73|Milan Rapaić · 76,,,,,,,['51&rsquor;|0:0|Christian Vieri'],['39&rsquor;|0:0|Robert Kovač'],Masculina
Brazil,China PR,4,0,2002-06-08,2002,"Korea Republic, Japan",36750,4–0,Group stage,Roberto Carlos · 15|Rivaldo · 32|Ronaldo · 55,,,,Ronaldinho (P) · 45,,,,"['25&rsquor;|1:0|Ronaldinho', '69&rsquor;|4:0|Roque Júnior']",,Masculina
Sweden,Nigeria,2,1,2002-06-07,2002,"Korea Republic, Japan",36194,2–1,Group stage,Henrik Larsson · 35,Julius Aghahowa · 27,,,Henrik Larsson (P) · 63,,,,"['31&rsquor;|0:1|Johan Mjällby', '69&rsquor;|2:1|Niclas Alexandersson']",['80&rsquor;|2:1|Taribo West'],Masculina
Spain,Paraguay,3,1,2002-06-07,2002,"Korea Republic, Japan",24000,3–1,Group stage,Fernando Morientes · 53|Fernando Morientes · 69,,,Carles Puyol (OG) · 10,Fernando Hierro (P) · 83,,,,['9&rsquor;|0:0|Rubén Baraja'],"['44&rsquor;|0:1|Francisco Arce', '60&rsquor;|1:1|Diego Gavilán', '80&rsquor;|2:1|Roque Santa Cruz']",Masculina
Argentina,England,0,1,2002-06-07,2002,"Korea Republic, Japan",35927,0–1,Group stage,,,,,,David Beckham (P) · 44,,,['13&rsquor;|0:0|Gabriel Batistuta'],"['29&rsquor;|0:0|Ashley Cole', '50&rsquor;|0:1|Emile Heskey']",Masculina
Denmark,Senegal,1,1,2002-06-06,2002,"Korea Republic, Japan",43500,1–1,Group stage,,Salif Diao · 52,,,Jon Dahl Tomasson (P) · 16,,,,"['7&rsquor;|0:0|Ebbe Sand', '20&rsquor;|1:0|Jon Dahl Tomasson', '82&rsquor;|1:1|Thomas Helveg', '84&rsquor;|1:1|Christian Poulsen']","['10&rsquor;|0:0|Khalilou Fadiga', '62&rsquor;|1:1|Salif Diao']",Masculina
Cameroon,Saudi Arabia,1,0,2002-06-06,2002,"Korea Republic, Japan",52328,1–0,Group stage,Samuel Eto'o · 66,,,,,,,,['10&rsquor;|0:0|Pierre Womé'],['59&rsquor;|0:0|Al Hasan Al-Yami'],Masculina
France,Uruguay,0,0,2002-06-06,2002,"Korea Republic, Japan",38070,0–0,Group stage,,,,,,,Thierry Henry · 25,,['45+2&rsquor;|0:0|Emmanuel Petit'],"['11&rsquor;|0:0|Pablo García', '45+2&rsquor;|0:0|Sebastián Abreu', '45+3&rsquor;|0:0|Marcelo Romero', '47&rsquor;|0:0|Darío Silva']",Masculina
Russia,Tunisia,2,0,2002-06-05,2002,"Korea Republic, Japan",30957,2–0,Group stage,Yegor Titov · 59,,,,Valeri Karpin (P) · 64,,,,"['27&rsquor;|0:0|Igor Semshov', '88&rsquor;|2:0|Dmitri Alenichev']","['50&rsquor;|0:0|Hassen Gabsi', '75&rsquor;|2:0|Ziad Jaziri']",Masculina
United States,Portugal,3,2,2002-06-05,2002,"Korea Republic, Japan",37306,3–2,Group stage,John O'Brien · 4|Brian McBride · 36,Beto · 39,Jorge Costa (OG) · 29,Jeff Agoos (OG) · 71,,,,,['90+2&rsquor;|3:2|DaMarcus Beasley'],"['34&rsquor;|2:0|Beto', '52&rsquor;|3:1|Petit']",Masculina
Germany,Republic of Ireland,1,1,2002-06-05,2002,"Korea Republic, Japan",35854,1–1,Group stage,Miroslav Klose · 19,Robbie Keane · 90+2,,,,,,,,,Masculina
China PR,Costa Rica,0,2,2002-06-04,2002,"Korea Republic, Japan",27217,0–2,Group stage,,Rónald Gómez · 61|Mauricio Wright · 65,,,,,,,"['60&rsquor;|0:0|Li Tie', '72&rsquor;|0:2|Xu Yunlong', '77&rsquor;|0:2|Li Xiaopeng']","['15&rsquor;|0:0|Luis Marín', '17&rsquor;|0:0|Hernán Medford', '79&rsquor;|0:2|Rónald Gómez', '85&rsquor;|0:2|Walter Centeno']",Masculina
Japan,Belgium,2,2,2002-06-04,2002,"Korea Republic, Japan",55256,2–2,Group stage,Takayuki Suzuki · 59|Junichi Inamoto · 67,Marc Wilmots · 57|Peter Van der Heyden · 75,,,,,,,"['31&rsquor;|0:0|Kazuyuki Toda', '54&rsquor;|0:0|Junichi Inamoto']","['21&rsquor;|0:0|Peter Van der Heyden', '62&rsquor;|1:1|Gert Verheyen', '82&rsquor;|2:2|Eric Van Meir']",Masculina
Korea Republic,Poland,2,0,2002-06-04,2002,"Korea Republic, Japan",48760,2–0,Group stage,Hwang Sun-hong · 26|Yoo Sang-chul · 53,,,,,,,,"['70&rsquor;|2:0|Park Ji-sung', '90&rsquor;|2:0|Cha Du-ri']","['31&rsquor;|1:0|Jacek Krzynówek', '79&rsquor;|2:0|Tomasz Hajto', '84&rsquor;|2:0|Piotr Świerczewski']",Masculina
Croatia,Mexico,0,1,2002-06-03,2002,"Korea Republic, Japan",32239,0–1,Group stage,,,,,,Cuauhtémoc Blanco (P) · 60,Boris Živković · 59,,,,Masculina
Brazil,Türkiye,2,1,2002-06-03,2002,"Korea Republic, Japan",33842,2–1,Group stage,Ronaldo · 50,Hasan Şaş · 45+2,,,Rivaldo (P) · 87,,,,['73&rsquor;|1:1|Denílson'],"['21&rsquor;|0:0|Fatih Akyel', '24&rsquor;|0:0|Hakan Ünsal', '44&rsquor;|0:0|Alpay Özalan']",Masculina
Italy,Ecuador,2,0,2002-06-03,2002,"Korea Republic, Japan",31081,2–0,Group stage,Christian Vieri · 7|Christian Vieri · 27,,,,,,,,['81&rsquor;|2:0|Fabio Cannavaro'],"['14&rsquor;|1:0|Augusto Porozo', '49&rsquor;|2:0|Ulises de la Cruz', '54&rsquor;|2:0|Cléber Chalá']",Masculina
Argentina,Nigeria,1,0,2002-06-02,2002,"Korea Republic, Japan",34050,1–0,Group stage,Gabriel Batistuta · 63,,,,,,,,"['51&rsquor;|0:0|Walter Samuel', '90&rsquor;|1:0|Diego Simeone']",['73&rsquor;|1:0|Efe Sodje'],Masculina
Paraguay,South Africa,2,2,2002-06-02,2002,"Korea Republic, Japan",25186,2–2,Group stage,Roque Santa Cruz · 39|Francisco Arce · 55,Teboho Mokoena · 63,,,,Quinton Fortune (P) · 90+1,,,"['35&rsquor;|0:0|Julio César Cáceres', '65&rsquor;|2:1|Denis Caniza', '90&rsquor;|2:1|Ricardo Tavarelli', '90+3&rsquor;|2:2|Juan Carlos Franco']","['3&rsquor;|0:0|Aaron Mokoena', '9&rsquor;|0:0|Pierre Issa', '38&rsquor;|0:0|Benni McCarthy', '45+2&rsquor;|1:0|Sibusiso Zuma']",Masculina
England,Sweden,1,1,2002-06-02,2002,"Korea Republic, Japan",52721,1–1,Group stage,Sol Campbell · 24,Niclas Alexandersson · 59,,,,,,,['12&rsquor;|0:0|Sol Campbell'],"['45+2&rsquor;|1:0|Marcus Allbäck', '73&rsquor;|1:1|Andreas Jakobsson']",Masculina
Spain,Slovenia,3,1,2002-06-02,2002,"Korea Republic, Japan",28588,3–1,Group stage,Raúl · 44|Juan Carlos Valerón · 74,Sebastjan Cimirotič · 82,,,Fernando Hierro (P) · 87,,,,['36&rsquor;|0:0|Juan Carlos Valerón'],"['45+1&rsquor;|1:0|Amir Karić', '65&rsquor;|1:0|Sebastjan Cimirotič']",Masculina
Republic of Ireland,Cameroon,1,1,2002-06-01,2002,"Korea Republic, Japan",33679,1–1,Group stage,Matt Holland · 52,Patrick M'Boma · 39,,,,,,,"['30&rsquor;|0:0|Jason McAteer', '51&rsquor;|0:1|Steve Finnan', '82&rsquor;|1:1|Steven Reid']",['89&rsquor;|1:1|Raymond Kalla'],Masculina
Uruguay,Denmark,1,2,2002-06-01,2002,"Korea Republic, Japan",30157,1–2,Group stage,Darío Rodríguez · 47,Jon Dahl Tomasson · 45|Jon Dahl Tomasson · 83,,,,,,,['25&rsquor;|0:0|Gustavo Méndez'],"['34&rsquor;|0:0|Jan Heintze', '51&rsquor;|1:1|Martin Laursen']",Masculina
Germany,Saudi Arabia,8,0,2002-06-01,2002,"Korea Republic, Japan",32218,8–0,Group stage,Miroslav Klose · 20|Miroslav Klose · 25|Michael Ballack · 40|Carsten Jancker · 45+1|Miroslav Klose · 70|Thomas Linke · 72|Oliver Bierhoff · 84|Bernd Schneider · 90+2,,,,,,,,"['43&rsquor;|3:0|Christian Ziege', '83&rsquor;|6:0|Dietmar Hamann']",['90+1&rsquor;|7:0|Mohammed Noor'],Masculina
France,Senegal,0,1,2002-05-31,2002,"Korea Republic, Japan",62561,0–1,Group stage,,Pape Malick Diop · 30,,,,,,,['45+2&rsquor;|0:1|Emmanuel Petit'],['51&rsquor;|0:1|Aliou Cissé'],Masculina
Brazil,France,0,3,1998-07-12,1998,France,80000,0–3,Final,,Zinédine Zidane · 27|Zinédine Zidane · 45|Emmanuel Petit · 90,,,,,,,['33&rsquor;|0:1|Júnior Baiano'],"['39&rsquor;|0:1|Didier Deschamps', '48&rsquor;|0:2|Marcel Desailly', '56&rsquor;|0:2|Christian Karembeu']",Masculina
Netherlands,Croatia,1,2,1998-07-11,1998,France,44000,1–2,Third-place match,Boudewijn Zenden · 21,Robert Prosinečki · 13|Davor Šuker · 35,,,,,,,"['89&rsquor;|1:2|Wim Jonk', '89&rsquor;|1:2|Edgar Davids']","['34&rsquor;|1:1|Krunoslav Jurčić', '52&rsquor;|1:2|Igor Štimac', '69&rsquor;|1:2|Aljoša Asanović', '74&rsquor;|1:2|Mario Stanić']",Masculina
France,Croatia,2,1,1998-07-08,1998,France,80000,2–1,Semi-finals,Lilian Thuram · 47|Lilian Thuram · 70,Davor Šuker · 46,,,,,Laurent Blanc · 76,,,"['45&rsquor;|0:0|Aljoša Asanović', '75&rsquor;|2:1|Mario Stanić', '88&rsquor;|2:1|Dario Šimić']",Masculina
Brazil,Netherlands,1,1,1998-07-07,1998,France,60000,(4) 1–1 (2),Semi-finals,Ronaldo · 46,Patrick Kluivert · 87,,,,,,,"['31&rsquor;|0:0|José Carlos da Costa Araújo', '45&rsquor;|0:0|César Sampaio']","['48&rsquor;|1:0|Michael Reiziger', '60&rsquor;|1:0|Edgar Davids', '90&rsquor;|1:1|Pierre van Hooijdonk', '119&rsquor;|1:1|Clarence Seedorf']",Masculina
Netherlands,Argentina,2,1,1998-07-04,1998,France,60000,2–1,Quarter-finals,Patrick Kluivert · 12|Dennis Bergkamp · 89,Claudio López · 17,,,,,,,"['10&rsquor;|0:0|Jaap Stam', '17&rsquor;|1:0|Arthur Numan']","['22&rsquor;|1:1|José Chamot', '60&rsquor;|1:1|Roberto Sensini', '86&rsquor;|1:1|Ariel Ortega']",Masculina
Germany,Croatia,0,3,1998-07-04,1998,France,43300,0–3,Quarter-finals,,Robert Jarni · 45|Goran Vlaović · 80|Davor Šuker · 85,,,,,Christian Wörns · 40,,"['18&rsquor;|0:0|Jörg Heinrich', '37&rsquor;|0:0|Michael Tarnat']","['13&rsquor;|0:0|Dario Šimić', '57&rsquor;|0:1|Davor Šuker']",Masculina
Italy,France,0,0,1998-07-03,1998,France,80000,(3) 0–0 (4),Quarter-finals,,,,,,,,,"['26&rsquor;|0:0|Alessandro Del Piero', '28&rsquor;|0:0|Giuseppe Bergomi', '113&rsquor;|0:0|Alessandro Costacurta']","[""53&rsquor;|0:0|Stéphane Guivarc'h"", '62&rsquor;|0:0|Didier Deschamps']",Masculina
Brazil,Denmark,3,2,1998-07-03,1998,France,49500,3–2,Quarter-finals,Bebeto · 10|Rivaldo · 27|Rivaldo · 60,Martin Jørgensen · 2|Brian Laudrup · 50,,,,,,,"['11&rsquor;|1:1|Roberto Carlos', '37&rsquor;|2:1|Aldair', '81&rsquor;|3:2|Cafú']","['19&rsquor;|1:1|Thomas Helveg', '39&rsquor;|2:1|Søren Colding', '72&rsquor;|3:2|Stig Tøfting']",Masculina
Romania,Croatia,0,1,1998-06-30,1998,France,31800,0–1,Round of 16,,,,,,Davor Šuker (P) · 45,,,"['43&rsquor;|0:0|Gheorghe Popescu', '70&rsquor;|0:1|Dan Petrescu', '81&rsquor;|0:1|Adrian Ilie']","['27&rsquor;|0:0|Zvonimir Boban', '70&rsquor;|0:1|Slaven Bilić']",Masculina
Argentina,England,2,2,1998-06-30,1998,France,30600,(4) 2–2 (3),Round of 16,Javier Zanetti · 45,Michael Owen · 16,,,Gabriel Batistuta (P) · 5,Alan Shearer (P) · 9,,David Beckham · 47,"['44&rsquor;|1:2|Juan Sebastián Verón', '47&rsquor;|2:2|Diego Simeone', '73&rsquor;|2:2|Matías Almeyda', '110&rsquor;|2:2|Carlos Roa']","['5&rsquor;|0:0|David Seaman', '10&rsquor;|1:1|Paul Ince']",Masculina
Germany,Mexico,2,1,1998-06-29,1998,France,29800,2–1,Round of 16,Jürgen Klinsmann · 75|Oliver Bierhoff · 86,Luis Hernández · 47,,,,,,,"['45&rsquor;|0:0|Markus Babbel', '56&rsquor;|0:1|Lothar Matthäus', '77&rsquor;|1:1|Michael Tarnat', '88&rsquor;|2:1|Dietmar Hamann']","['57&rsquor;|0:1|Duilio Davino', '87&rsquor;|2:1|Carlos Blanco']",Masculina
Netherlands,FR Yugoslavia,2,1,1998-06-29,1998,France,33000,2–1,Round of 16,Dennis Bergkamp · 38|Edgar Davids · 90,Slobodan Komljenović · 48,,,,,,,,"['38&rsquor;|0:0|Dragan Stojković', '52&rsquor;|1:1|Zoran Mirković', '73&rsquor;|1:1|Goran Đorović']",Masculina
France,Paraguay,1,0,1998-06-28,1998,France,31800,1–0,Round of 16,Laurent Blanc · 114,,,,,,,,,"['19&rsquor;|0:0|José Luis Chilavert', '23&rsquor;|0:0|Miguel Ángel Benítez', '32&rsquor;|0:0|Julio César Enciso', '84&rsquor;|0:0|Francisco Arce', '99&rsquor;|0:0|José Cardozo']",Masculina
Nigeria,Denmark,1,4,1998-06-28,1998,France,77000,1–4,Round of 16,Tijani Babangida · 77,Peter Møller · 3|Brian Laudrup · 12|Ebbe Sand · 60|Thomas Helveg · 76,,,,,,,['49&rsquor;|0:2|Jay-Jay Okocha'],['24&rsquor;|0:2|Marc Rieper'],Masculina
Italy,Norway,1,0,1998-06-27,1998,France,55000,1–0,Round of 16,Christian Vieri · 18,,,,,,,,"['38&rsquor;|1:0|Francesco Moriero', '84&rsquor;|1:0|Luigi Di Biagio', '89&rsquor;|1:0|Paolo Maldini']","['35&rsquor;|1:0|Håvard Flo', '54&rsquor;|1:0|Erik Mykland', '62&rsquor;|1:0|Kjetil Rekdal']",Masculina
Brazil,Chile,4,1,1998-06-27,1998,France,45500,4–1,Round of 16,César Sampaio · 11|César Sampaio · 26|Ronaldo · 70,Marcelo Salas · 68,,,Ronaldo (P) · 45,,,,"['45&rsquor;|2:0|Leonardo Araújo', '90&rsquor;|4:1|Cafú']","['34&rsquor;|2:0|Ronald Fuentes', '45&rsquor;|2:0|Nelson Tapia']",Masculina
Argentina,Croatia,1,0,1998-06-26,1998,France,31800,1–0,Group stage,Mauricio Pineda · 36,,,,,,,,"['23&rsquor;|0:0|Ariel Ortega', '35&rsquor;|0:0|Rubén Ayala', '68&rsquor;|1:0|Nelson Vivas']","['20&rsquor;|0:0|Slaven Bilić', '43&rsquor;|1:0|Zvonimir Soldo', '47&rsquor;|1:0|Zvonimir Boban', '58&rsquor;|1:0|Robert Jarni']",Masculina
Japan,Jamaica,1,2,1998-06-26,1998,France,39100,1–2,Group stage,Masashi Nakayama · 74,Theodore Whitmore · 39|Theodore Whitmore · 54,,,,,,,['4&rsquor;|0:0|Motohiro Yamaguchi'],"['78&rsquor;|1:2|Stephen Malcolm', '88&rsquor;|1:2|Chris Dawes']",Masculina
Romania,Tunisia,1,1,1998-06-26,1998,France,80000,1–1,Group stage,Viorel Moldovan · 72,,,,,Skander Souayah (P) · 10,,,,"['28&rsquor;|0:1|Zoubeir Baya', '57&rsquor;|0:1|Skander Souayah']",Masculina
Colombia,England,0,2,1998-06-26,1998,France,42000,0–2,Group stage,,Darren Anderton · 20|David Beckham · 29,,,,,,,"['20&rsquor;|0:0|Mauricio Serna', '86&rsquor;|0:2|Víctor Aristizábal', '89&rsquor;|0:2|Jesus Bermúdez']","['22&rsquor;|0:1|Paul Scholes', '89&rsquor;|0:2|Alan Shearer']",Masculina
